algoritmo,size_mb,object_id,ratio_compresion,tiempo_compresion_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_comp_s,tiempo_io_read_comp_s,tiempo_descompresion_s
LZ4,1000,20,61.66x,0.277154,0.311457,0.334721,0.005128,0.004734,0.578692
LZ4,1000,21,61.66x,0.244364,0.306411,0.328658,0.005108,0.004701,0.599252
LZ4,1000,22,61.66x,0.244109,0.304757,0.332790,0.005024,0.004638,0.583294
LZ4,1000,23,61.66x,0.277042,0.311355,0.331643,0.005156,0.004907,0.579330
LZ4,1000,24,61.66x,0.244338,0.317647,0.329229,0.005148,0.004575,0.563828
LZ4,1000,25,61.66x,0.306503,0.310130,0.332662,0.005068,0.004862,0.575089
LZ4,1000,26,61.66x,0.245224,0.310597,0.334328,0.005118,0.004960,0.577373
LZ4,1000,27,61.66x,0.291703,0.308311,0.341973,0.005556,0.004772,0.578282
LZ4,1000,28,61.66x,0.275120,0.312498,0.329559,0.005413,0.005027,0.605924
LZ4,1000,29,61.66x,0.254266,0.306146,0.335738,0.005475,0.005084,0.582852
LZ4,1000,30,61.66x,0.245722,0.311942,0.347110,0.005167,0.004551,0.562736
LZ4,1000,31,61.66x,0.248325,0.315140,0.341720,0.005018,0.004666,0.593113
ZSTD,1,1,104.13x,0.000769,0.000493,0.024233,0.000081,0.000020,0.024102
ZSTD,1,2,104.13x,0.000678,0.000440,0.000292,0.000047,0.000016,0.000298
ZSTD,1,3,104.13x,0.000682,0.000350,0.001237,0.000050,0.000015,0.000302
ZSTD,1,4,104.13x,0.000701,0.000374,0.000343,0.000043,0.000017,0.000298
ZSTD,1,5,104.13x,0.000704,0.000359,0.000236,0.000042,0.000017,0.000305
ZSTD,1,6,104.13x,0.000676,0.000359,0.000238,0.000041,0.000014,0.000303
ZSTD,1,7,104.13x,0.000674,0.000348,0.000274,0.000043,0.000015,0.000301
ZSTD,1,8,104.13x,0.000676,0.000356,0.000229,0.000039,0.000014,0.000303
ZSTD,1,9,104.13x,0.000653,0.000348,0.000257,0.000041,0.000014,0.000297
ZSTD,1,10,104.13x,0.000646,0.000326,0.000243,0.000040,0.000015,0.000291
ZSTD,1,11,104.13x,0.000653,0.000345,0.000223,0.000032,0.000013,0.000296
ZSTD,1,12,104.13x,0.000653,0.000327,0.000247,0.000028,0.000013,0.000298
ZSTD,1,13,104.13x,0.000676,0.000314,0.000247,0.000029,0.000015,0.000301
ZSTD,1,14,104.13x,0.000637,0.000281,0.000221,0.000028,0.000012,0.000296
ZSTD,1,15,104.13x,0.000683,0.000282,0.000221,0.000032,0.000014,0.000296
ZSTD,1,16,104.13x,0.000657,0.000242,0.000228,0.000029,0.000013,0.000293
ZSTD,1,17,104.13x,0.000651,0.000282,0.000252,0.000034,0.000014,0.000309
ZSTD,1,18,104.13x,0.000649,0.000269,0.000239,0.000034,0.000013,0.000311
ZSTD,1,19,104.13x,0.000646,0.000289,0.000235,0.000032,0.000012,0.000292
ZSTD,1,20,104.13x,0.000671,0.000279,0.000215,0.000032,0.000015,0.000269
ZSTD,1,21,104.13x,0.000659,0.000283,0.000243,0.000032,0.000012,0.000277
ZSTD,1,22,104.13x,0.000639,0.000285,0.000237,0.000038,0.000015,0.000313
ZSTD,1,23,104.13x,0.000641,0.000308,0.000230,0.000031,0.000013,0.000293
ZSTD,1,24,104.13x,0.000649,0.000296,0.000233,0.000033,0.000013,0.000304
ZSTD,1,25,104.13x,0.000654,0.000297,0.000228,0.000033,0.000013,0.000331
ZSTD,1,26,104.13x,0.000654,0.000291,0.000241,0.000032,0.000014,0.000299
ZSTD,1,27,104.13x,0.000675,0.000288,0.000245,0.000031,0.000014,0.000298
ZSTD,1,28,104.13x,0.000644,0.000277,0.000230,0.000031,0.000013,0.000300
ZSTD,1,29,104.13x,0.000652,0.000265,0.000257,0.000032,0.000014,0.000283
ZSTD,1,30,104.13x,0.000645,0.000278,0.000232,0.000032,0.000013,0.000314
ZSTD,1,31,104.13x,0.000651,0.000270,0.000232,0.000030,0.000013,0.000293
ZSTD,10,1,535.21x,0.003845,0.003018,0.002555,0.000107,0.000022,0.002260
ZSTD,10,2,535.21x,0.003785,0.002937,0.002713,0.000087,0.000020,0.002624
ZSTD,10,3,535.21x,0.004109,0.003146,0.002834,0.000072,0.000029,0.002715
ZSTD,10,4,535.21x,0.004039,0.002898,0.002825,0.000073,0.000021,0.002646
ZSTD,10,5,535.21x,0.004142,0.002906,0.002772,0.000072,0.000022,0.002585
ZSTD,10,6,535.21x,0.004060,0.002851,0.002749,0.000074,0.000023,0.002408
ZSTD,10,7,535.21x,0.004052,0.002904,0.002727,0.000073,0.000022,0.002599
ZSTD,10,8,535.21x,0.003719,0.002919,0.002656,0.000072,0.000020,0.002592
ZSTD,10,9,535.21x,0.003719,0.002971,0.002756,0.000071,0.000021,0.002556
ZSTD,10,10,535.21x,0.003776,0.002744,0.002771,0.000073,0.000020,0.002543
ZSTD,10,11,535.21x,0.003706,0.002937,0.002727,0.000072,0.000021,0.002639
ZSTD,10,12,535.21x,0.003725,0.002948,0.002713,0.000076,0.000023,0.002550
ZSTD,10,13,535.21x,0.003705,0.002856,0.002559,0.000073,0.000020,0.002585
ZSTD,10,14,535.21x,0.004030,0.003063,0.002721,0.000072,0.000023,0.002575
ZSTD,10,15,535.21x,0.004043,0.002990,0.002741,0.000071,0.000022,0.002659
ZSTD,10,16,535.21x,0.004039,0.002940,0.002648,0.000074,0.000022,0.002603
ZSTD,10,17,535.21x,0.004049,0.002918,0.002637,0.000072,0.000023,0.002608
ZSTD,10,18,535.21x,0.004029,0.002891,0.002665,0.000071,0.000022,0.002592
ZSTD,10,19,535.21x,0.005571,0.002870,0.002924,0.000081,0.000028,0.002866
ZSTD,10,20,535.21x,0.005539,0.003072,0.002796,0.000084,0.000028,0.002748
ZSTD,10,21,535.21x,0.005579,0.003086,0.002997,0.000079,0.000026,0.002723
ZSTD,10,22,535.21x,0.005585,0.003127,0.002867,0.000085,0.000027,0.002806
ZSTD,10,23,535.21x,0.005539,0.003020,0.002841,0.000082,0.000029,0.002727
ZSTD,10,24,535.21x,0.003894,0.002808,0.002747,0.000075,0.000022,0.002652
ZSTD,10,25,535.21x,0.003942,0.002880,0.002785,0.000071,0.000022,0.002617
ZSTD,10,26,535.21x,0.003928,0.002948,0.002768,0.000074,0.000021,0.002568
ZSTD,10,27,535.21x,0.003820,0.002737,0.002827,0.000074,0.000021,0.002566
ZSTD,10,28,535.21x,0.003954,0.002877,0.002832,0.000074,0.000020,0.002584
ZSTD,10,29,535.21x,0.004130,0.002990,0.002759,0.000073,0.000021,0.002618
ZSTD,10,30,535.21x,0.004060,0.003019,0.002727,0.000075,0.000022,0.002574
ZSTD,10,31,535.21x,0.004050,0.002896,0.002740,0.000073,0.000023,0.002576
ZSTD,50,1,2237.49x,0.025425,0.014774,0.015282,0.000095,0.000029,0.013520
ZSTD,50,2,2237.49x,0.017657,0.014742,0.015840,0.000076,0.000028,0.011792
ZSTD,50,3,2237.49x,0.024366,0.016138,0.017562,0.000094,0.000035,0.014957
ZSTD,50,4,2237.49x,0.016572,0.015863,0.016062,0.000082,0.000023,0.011759
ZSTD,50,5,2237.49x,0.017325,0.016195,0.016158,0.000079,0.000023,0.012139
ZSTD,50,6,2237.49x,0.017577,0.014929,0.016064,0.000081,0.000022,0.011916
ZSTD,50,7,2237.49x,0.024444,0.014963,0.016232,0.000093,0.000030,0.014984
ZSTD,50,8,2237.49x,0.017412,0.016085,0.017451,0.000081,0.000025,0.011918
ZSTD,50,9,2237.49x,0.017848,0.014930,0.016097,0.000081,0.000025,0.012443
ZSTD,50,10,2237.49x,0.017801,0.015062,0.016293,0.000083,0.000024,0.011884
ZSTD,50,11,2237.49x,0.019842,0.015248,0.016679,0.000079,0.000023,0.012551
ZSTD,50,12,2237.49x,0.018657,0.014770,0.015766,0.000093,0.000028,0.012248
ZSTD,50,13,2237.49x,0.017959,0.014902,0.015810,0.000084,0.000025,0.012254
ZSTD,50,14,2237.49x,0.017328,0.014634,0.016109,0.000081,0.000024,0.012105
ZSTD,50,15,2237.49x,0.017396,0.015137,0.015987,0.000079,0.000022,0.013761
ZSTD,50,16,2237.49x,0.020845,0.016031,0.018108,0.000079,0.000023,0.012348
ZSTD,50,17,2237.49x,0.017204,0.015985,0.016469,0.000079,0.000023,0.012250
ZSTD,50,18,2237.49x,0.017157,0.014984,0.016136,0.000079,0.000024,0.011537
ZSTD,50,19,2237.49x,0.017013,0.014791,0.015850,0.000078,0.000023,0.012172
ZSTD,50,20,2237.49x,0.017402,0.015332,0.016118,0.000081,0.000024,0.012182
ZSTD,50,21,2237.49x,0.024372,0.014913,0.018931,0.000096,0.000029,0.014978
ZSTD,50,22,2237.49x,0.016886,0.016062,0.015825,0.000079,0.000021,0.011719
ZSTD,50,23,2237.49x,0.017391,0.015105,0.015433,0.000081,0.000022,0.012019
ZSTD,50,24,2237.49x,0.016923,0.015688,0.016123,0.000080,0.000021,0.011934
ZSTD,50,25,2237.49x,0.017447,0.015010,0.016158,0.000083,0.000024,0.012161
ZSTD,50,26,2237.49x,0.017801,0.015051,0.016395,0.000086,0.000023,0.012286
ZSTD,50,27,2237.49x,0.024424,0.015704,0.017841,0.000093,0.000030,0.014889
ZSTD,50,28,2237.49x,0.024332,0.016288,0.017798,0.000093,0.000030,0.012547
ZSTD,50,29,2237.49x,0.016600,0.015237,0.015763,0.000080,0.000022,0.011893
ZSTD,50,30,2237.49x,0.017336,0.015578,0.015969,0.000095,0.000023,0.012309
ZSTD,50,31,2237.49x,0.016974,0.014804,0.015833,0.000080,0.000023,0.012181
ZSTD,100,1,3714.14x,0.033233,0.029645,0.031122,0.000081,0.000024,0.024377
ZSTD,100,2,3714.14x,0.035124,0.029575,0.032081,0.000089,0.000024,0.024734
ZSTD,100,3,3714.14x,0.033213,0.031196,0.034226,0.000082,0.000023,0.023774
ZSTD,100,4,3714.14x,0.034109,0.030582,0.033966,0.000084,0.000024,0.023921
ZSTD,100,5,3714.14x,0.032487,0.030208,0.034167,0.000079,0.000025,0.025638
ZSTD,100,6,3714.14x,0.033459,0.029746,0.032870,0.000084,0.000026,0.025559
ZSTD,100,7,3714.14x,0.034886,0.029612,0.032371,0.000084,0.000025,0.027617
ZSTD,100,8,3714.14x,0.033400,0.032142,0.032366,0.000083,0.000022,0.023849
ZSTD,100,9,3714.14x,0.042610,0.031367,0.037664,0.000085,0.000024,0.024006
ZSTD,100,10,3714.14x,0.034673,0.031797,0.037274,0.000082,0.000025,0.025539
ZSTD,100,11,3714.14x,0.033529,0.029386,0.031927,0.000081,0.000024,0.025112
ZSTD,100,12,3714.14x,0.034981,0.029428,0.031703,0.000084,0.000021,0.024160
ZSTD,100,13,3714.14x,0.034073,0.034198,0.037291,0.000081,0.000023,0.023682
ZSTD,100,14,3714.14x,0.034895,0.030612,0.034406,0.000081,0.000022,0.023649
ZSTD,100,15,3714.14x,0.034021,0.030183,0.034126,0.000084,0.000025,0.025318
ZSTD,100,16,3714.14x,0.035018,0.029833,0.032857,0.000085,0.000023,0.025413
ZSTD,100,17,3714.14x,0.034026,0.032094,0.034983,0.000083,0.000024,0.023819
ZSTD,100,18,3714.14x,0.034094,0.030990,0.032926,0.000079,0.000025,0.023627
ZSTD,100,19,3714.14x,0.034078,0.030464,0.034082,0.000080,0.000024,0.025514
ZSTD,100,20,3714.14x,0.034922,0.029644,0.033173,0.000082,0.000025,0.025488
ZSTD,100,21,3714.14x,0.034914,0.030808,0.032249,0.000084,0.000025,0.025670
ZSTD,100,22,3714.14x,0.033916,0.029144,0.032077,0.000083,0.000023,0.024775
ZSTD,100,23,3714.14x,0.047868,0.030919,0.036193,0.000098,0.000030,0.023755
ZSTD,100,24,3714.14x,0.034475,0.030308,0.034234,0.000078,0.000025,0.024274
ZSTD,100,25,3714.14x,0.037186,0.032306,0.038463,0.000080,0.000024,0.025902
ZSTD,100,26,3714.14x,0.034299,0.030535,0.032850,0.000093,0.000024,0.025188
ZSTD,100,27,3714.14x,0.034484,0.029944,0.032291,0.000083,0.000024,0.024568
ZSTD,100,28,3714.14x,0.038122,0.031115,0.033182,0.000096,0.000029,0.028931
ZSTD,100,29,3714.14x,0.034089,0.030752,0.035916,0.000083,0.000024,0.023912
ZSTD,100,30,3714.14x,0.034107,0.030541,0.033896,0.000081,0.000023,0.025792
ZSTD,100,31,3714.14x,0.034893,0.029248,0.032770,0.000079,0.000024,0.025460
ZSTD,1000,1,9147.32x,0.341843,0.301518,0.307162,0.000108,0.000051,0.227498
ZSTD,1000,2,9147.32x,0.365026,0.305681,0.332312,0.000106,0.000053,0.233454
ZSTD,1000,3,9147.32x,0.364992,0.315798,0.337166,0.000122,0.000061,0.257643
ZSTD,1000,4,9147.32x,0.340514,0.314081,0.340627,0.000100,0.000058,0.231526
ZSTD,1000,5,9147.32x,0.379981,0.311206,0.332020,0.000100,0.000038,0.232261
ZSTD,1000,6,9147.32x,0.332367,0.315020,0.341528,0.000101,0.000042,0.238056
ZSTD,1000,7,9147.32x,0.367058,0.313240,0.331825,0.000101,0.000041,0.237389
ZSTD,1000,8,9147.32x,0.365610,0.316304,0.332519,0.000101,0.000040,0.235526
ZSTD,1000,9,9147.32x,0.335771,0.308244,0.341368,0.000101,0.000041,0.244913
ZSTD,1000,10,9147.32x,0.334400,0.312238,0.339758,0.000099,0.000040,0.252938
ZSTD,1000,11,9147.32x,0.337445,0.320981,0.334975,0.000107,0.000043,0.238583
ZSTD,1000,12,9147.32x,0.343198,0.306304,0.330812,0.000107,0.000043,0.264379
ZSTD,1000,13,9147.32x,0.361089,0.308307,0.349890,0.000102,0.000043,0.270517
ZSTD,1000,14,9147.32x,0.350042,0.314178,0.338581,0.000103,0.000046,0.253171
ZSTD,1000,15,9147.32x,0.342762,0.309367,0.329828,0.000103,0.000043,0.232466
ZSTD,1000,16,9147.32x,0.392286,0.321214,0.339246,0.000108,0.000046,0.231363
ZSTD,1000,17,9147.32x,0.368117,0.314022,0.328356,0.000099,0.000040,0.239081
ZSTD,1000,18,9147.32x,0.410753,0.314078,0.331431,0.000097,0.000030,0.230311
ZSTD,1000,19,9147.32x,0.382473,0.314608,0.332705,0.000099,0.000039,0.232395
ZSTD,1000,20,9147.32x,0.354410,0.307573,0.341483,0.000104,0.000038,0.273011
ZSTD,1000,21,9147.32x,0.344747,0.308688,0.332825,0.000100,0.000059,0.236423
ZSTD,1000,22,9147.32x,0.389982,0.312923,0.332968,0.000120,0.000054,0.254728
ZSTD,1000,23,9147.32x,0.365172,0.318964,0.331356,0.000106,0.000041,0.240515
ZSTD,1000,24,9147.32x,0.351499,0.315973,0.334134,0.000098,0.000031,0.233648
ZSTD,1000,25,9147.32x,0.366426,0.314564,0.330080,0.000105,0.000042,0.240200
ZSTD,1000,26,9147.32x,0.354651,0.312288,0.330252,0.000111,0.000043,0.235501
ZSTD,1000,27,9147.32x,0.339394,0.315351,0.330797,0.000105,0.000043,0.234785
ZSTD,1000,28,9147.32x,0.340791,0.321501,0.334855,0.000107,0.000043,0.248796
ZSTD,1000,29,9147.32x,0.363290,0.314983,0.331464,0.000104,0.000041,0.240987
ZSTD,1000,30,9147.32x,0.371018,0.316631,0.339798,0.000101,0.000045,0.271207
ZSTD,1000,31,9147.32x,0.364346,0.310743,0.340873,0.000101,0.000040,0.252742
