algoritmo,size_mb,object_id,ratio_compresion,tiempo_compresion_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_comp_s,tiempo_io_read_comp_s,tiempo_descompresion_s
BZ2,1000,19,1937.27x,204.111864,0.954807,0.406194,0.000513,0.000070,9.793842
BZ2,1000,20,1937.27x,196.137183,0.941497,0.394974,0.000408,0.000069,9.655738
BZ2,1000,21,1937.27x,204.037524,0.776823,0.421681,0.000416,0.000066,9.704286
BZ2,1000,22,1937.27x,196.079549,0.941219,0.406397,0.000420,0.000061,9.681192
BZ2,1000,23,1937.27x,204.032010,0.767367,0.394214,0.000927,0.000069,9.748354
BZ2,1000,24,1937.27x,196.156416,0.928354,0.423188,0.000410,0.000065,9.667213
BZ2,1000,25,1937.27x,204.132178,0.925418,0.405559,0.000428,0.000075,9.824347
BZ2,1000,26,1937.27x,196.089433,0.945952,0.392740,0.000485,0.000099,9.707886
BZ2,1000,27,1937.27x,204.158077,0.772400,0.428275,0.000574,0.000110,9.780576
BZ2,1000,28,1937.27x,196.114248,0.947621,0.402061,0.000409,0.000059,9.669238
BZ2,1000,29,1937.27x,203.994853,0.954189,0.398636,0.000423,0.000066,9.710823
BZ2,1000,30,1937.27x,196.052572,0.947049,0.417999,0.000417,0.000069,9.663527
BZ2,1000,31,1937.27x,204.167592,0.952480,0.404448,0.000430,0.000070,9.834833
LZMA,1,1,2545.09x,0.025577,0.000697,0.036566,0.000159,0.000014,0.036711
LZMA,1,2,2545.09x,0.024266,0.000565,0.000158,0.000161,0.000028,0.002024
LZMA,1,3,2545.09x,0.024133,0.000577,0.000123,0.000166,0.000026,0.000646
LZMA,1,4,2545.09x,0.023444,0.000617,0.000164,0.000156,0.000027,0.001794
LZMA,1,5,2545.09x,0.024277,0.000614,0.000134,0.000156,0.000026,0.000631
LZMA,1,6,2545.09x,0.023135,0.000592,0.000140,0.000159,0.000027,0.000772
LZMA,1,7,2545.09x,0.021726,0.000599,0.000174,0.000161,0.000027,0.000639
LZMA,1,8,2545.09x,0.021593,0.000643,0.000184,0.000153,0.000027,0.000452
LZMA,1,9,2545.09x,0.021743,0.000601,0.000141,0.000152,0.000026,0.000454
LZMA,1,10,2545.09x,0.021566,0.000590,0.000174,0.000164,0.000026,0.000462
LZMA,1,11,2545.09x,0.021614,0.000626,0.000174,0.000151,0.000026,0.000447
LZMA,1,12,2545.09x,0.021591,0.000586,0.000147,0.000154,0.000028,0.000463
LZMA,1,13,2545.09x,0.021577,0.000606,0.000178,0.000156,0.000027,0.000465
LZMA,1,14,2545.09x,0.021549,0.000619,0.000177,0.000159,0.000030,0.000450
LZMA,1,15,2545.09x,0.021507,0.000603,0.000138,0.000166,0.000027,0.000469
LZMA,1,16,2545.09x,0.021567,0.000597,0.000178,0.000150,0.000025,0.000451
LZMA,1,17,2545.09x,0.021545,0.000628,0.000173,0.000155,0.000027,0.000461
LZMA,1,18,2545.09x,0.021547,0.000603,0.000145,0.000150,0.000027,0.000458
LZMA,1,19,2545.09x,0.021567,0.000594,0.000188,0.000156,0.000027,0.000463
LZMA,1,20,2545.09x,0.021645,0.000627,0.000175,0.000161,0.000028,0.000464
LZMA,1,21,2545.09x,0.021586,0.000638,0.000149,0.000161,0.000027,0.000453
LZMA,1,22,2545.09x,0.021560,0.000589,0.000178,0.000157,0.000029,0.000467
LZMA,1,23,2545.09x,0.021548,0.000636,0.000175,0.000148,0.000026,0.000446
LZMA,1,24,2545.09x,0.021538,0.000596,0.000137,0.000155,0.000028,0.000466
LZMA,1,25,2545.09x,0.021586,0.000606,0.000175,0.000150,0.000027,0.000457
LZMA,1,26,2545.09x,0.021637,0.000613,0.000193,0.000164,0.000028,0.000450
LZMA,1,27,2545.09x,0.021547,0.000616,0.000143,0.000161,0.000028,0.000467
LZMA,1,28,2545.09x,0.021509,0.000606,0.000196,0.000161,0.000026,0.000454
LZMA,1,29,2545.09x,0.021524,0.000626,0.000172,0.000158,0.000027,0.000460
LZMA,1,30,2545.09x,0.021385,0.000607,0.000136,0.000162,0.000036,0.000453
LZMA,1,31,2545.09x,0.021519,0.000606,0.000175,0.000144,0.000026,0.000450
LZMA,10,1,5851.43x,0.195649,0.005928,0.002158,0.000138,0.000016,0.005273
LZMA,10,2,5851.43x,0.195390,0.005408,0.001916,0.000140,0.000015,0.004926
LZMA,10,3,5851.43x,0.193378,0.005459,0.001945,0.000140,0.000013,0.004959
LZMA,10,4,5851.43x,0.192686,0.005489,0.001903,0.000135,0.000014,0.004893
LZMA,10,5,5851.43x,0.191578,0.005500,0.001992,0.000137,0.000015,0.004940
LZMA,10,6,5851.43x,0.192997,0.005513,0.001973,0.000140,0.000015,0.004886
LZMA,10,7,5851.43x,0.193029,0.005562,0.001919,0.000136,0.000019,0.004940
LZMA,10,8,5851.43x,0.193878,0.005581,0.002016,0.000137,0.000013,0.004900
LZMA,10,9,5851.43x,0.193917,0.005567,0.002032,0.000137,0.000018,0.004898
LZMA,10,10,5851.43x,0.193554,0.005610,0.001946,0.000136,0.000015,0.004929
LZMA,10,11,5851.43x,0.192569,0.005654,0.002042,0.000136,0.000018,0.004917
LZMA,10,12,5851.43x,0.192935,0.005604,0.002052,0.000141,0.000017,0.004895
LZMA,10,13,5851.43x,0.198744,0.005661,0.004415,0.000143,0.000021,0.006231
LZMA,10,14,5851.43x,0.193661,0.005712,0.002070,0.000134,0.000014,0.004908
LZMA,10,15,5851.43x,0.195811,0.006286,0.002061,0.000142,0.000014,0.004890
LZMA,10,16,5851.43x,0.193532,0.005640,0.001918,0.000137,0.000019,0.004928
LZMA,10,17,5851.43x,0.192315,0.005651,0.001998,0.000146,0.000014,0.004968
LZMA,10,18,5851.43x,0.193882,0.005607,0.002037,0.000138,0.000017,0.004982
LZMA,10,19,5851.43x,0.192700,0.005597,0.001919,0.000140,0.000014,0.004942
LZMA,10,20,5851.43x,0.193799,0.005597,0.001986,0.000140,0.000015,0.004995
LZMA,10,21,5851.43x,0.193487,0.005616,0.001932,0.000140,0.000014,0.004918
LZMA,10,22,5851.43x,0.193433,0.005636,0.002050,0.000139,0.000021,0.004945
LZMA,10,23,5851.43x,0.194132,0.005614,0.002057,0.000138,0.000015,0.004890
LZMA,10,24,5851.43x,0.193132,0.005652,0.001930,0.000136,0.000018,0.004912
LZMA,10,25,5851.43x,0.193367,0.005561,0.002055,0.000139,0.000021,0.004979
LZMA,10,26,5851.43x,0.193952,0.005562,0.002035,0.000143,0.000017,0.004963
LZMA,10,27,5851.43x,0.193144,0.005636,0.001949,0.000138,0.000014,0.004908
LZMA,10,28,5851.43x,0.193756,0.005644,0.002041,0.000138,0.000021,0.004942
LZMA,10,29,5851.43x,0.192918,0.005564,0.001925,0.000140,0.000016,0.004914
LZMA,10,30,5851.43x,0.198930,0.005648,0.004753,0.000140,0.000016,0.006239
LZMA,10,31,5851.43x,0.194843,0.005681,0.002041,0.000136,0.000020,0.004899
LZMA,50,1,6643.28x,0.896373,0.028805,0.019809,0.000150,0.000015,0.040600
LZMA,50,2,6643.28x,0.897883,0.041444,0.020871,0.000144,0.000015,0.045271
LZMA,50,3,6643.28x,0.901393,0.026911,0.021224,0.001012,0.000028,0.051942
LZMA,50,4,6643.28x,0.900803,0.027130,0.020725,0.000145,0.000014,0.046306
LZMA,50,5,6643.28x,0.901257,0.027043,0.020448,0.000159,0.000016,0.052460
LZMA,50,6,6643.28x,0.901151,0.027856,0.021010,0.000144,0.000015,0.046175
LZMA,50,7,6643.28x,0.902222,0.027656,0.020796,0.000169,0.000018,0.052442
LZMA,50,8,6643.28x,0.900124,0.027296,0.022134,0.000993,0.000030,0.046023
LZMA,50,9,6643.28x,0.898676,0.027557,0.021066,0.000169,0.000024,0.052564
LZMA,50,10,6643.28x,0.900215,0.027367,0.020633,0.000144,0.000021,0.046282
LZMA,50,11,6643.28x,0.897843,0.028100,0.021180,0.000164,0.000019,0.052319
LZMA,50,12,6643.28x,0.899588,0.027979,0.021306,0.000149,0.000020,0.046166
LZMA,50,13,6643.28x,0.899625,0.027926,0.021037,0.000169,0.000017,0.052548
LZMA,50,14,6643.28x,0.900027,0.027597,0.021054,0.000145,0.000020,0.046063
LZMA,50,15,6643.28x,0.899274,0.028231,0.021086,0.000172,0.000021,0.052432
LZMA,50,16,6643.28x,0.900759,0.028169,0.021392,0.000147,0.000015,0.045951
LZMA,50,17,6643.28x,0.900074,0.028140,0.021327,0.000167,0.000019,0.052383
LZMA,50,18,6643.28x,0.899746,0.027342,0.021410,0.001202,0.000032,0.046274
LZMA,50,19,6643.28x,0.900282,0.028110,0.020956,0.000175,0.000024,0.052713
LZMA,50,20,6643.28x,0.899122,0.027692,0.020983,0.000143,0.000022,0.046236
LZMA,50,21,6643.28x,0.895649,0.028609,0.021523,0.000165,0.000021,0.052514
LZMA,50,22,6643.28x,0.900307,0.027851,0.021394,0.000146,0.000021,0.046099
LZMA,50,23,6643.28x,0.899229,0.028174,0.021512,0.000345,0.000024,0.052539
LZMA,50,24,6643.28x,0.900319,0.027632,0.021200,0.000154,0.000018,0.046365
LZMA,50,25,6643.28x,0.899261,0.027779,0.021282,0.000166,0.000024,0.052441
LZMA,50,26,6643.28x,0.898858,0.028089,0.021622,0.000144,0.000021,0.046284
LZMA,50,27,6643.28x,0.897086,0.028422,0.021509,0.000174,0.000023,0.052347
LZMA,50,28,6643.28x,0.901232,0.027917,0.021567,0.000993,0.000036,0.046027
LZMA,50,29,6643.28x,0.901243,0.028279,0.021402,0.000169,0.000016,0.053013
LZMA,50,30,6643.28x,0.901213,0.027985,0.020976,0.000148,0.000020,0.046107
LZMA,50,31,6643.28x,0.896933,0.028104,0.021250,0.000164,0.000023,0.052504
LZMA,100,1,6758.03x,1.778472,0.079314,0.039910,0.000961,0.000029,0.095208
LZMA,100,2,6758.03x,1.770053,0.081862,0.041366,0.000150,0.000022,0.088880
LZMA,100,3,6758.03x,1.777222,0.083159,0.041287,0.000145,0.000016,0.089068
LZMA,100,4,6758.03x,1.776432,0.080146,0.040444,0.000153,0.000024,0.089740
LZMA,100,5,6758.03x,1.775931,0.077112,0.040373,0.000151,0.000022,0.089158
LZMA,100,6,6758.03x,1.776422,0.084160,0.040388,0.000180,0.000021,0.102670
LZMA,100,7,6758.03x,1.779686,0.083944,0.041249,0.000151,0.000015,0.096580
LZMA,100,8,6758.03x,1.777234,0.076358,0.041954,0.000152,0.000022,0.089208
LZMA,100,9,6758.03x,1.776924,0.085135,0.040107,0.000153,0.000022,0.089681
LZMA,100,10,6758.03x,1.777913,0.097669,0.039935,0.000155,0.000022,0.089966
LZMA,100,11,6758.03x,1.778171,0.076892,0.041344,0.000150,0.000022,0.089439
LZMA,100,12,6758.03x,1.776924,0.084317,0.040425,0.000150,0.000021,0.088537
LZMA,100,13,6758.03x,1.778594,0.092787,0.040457,0.000153,0.000022,0.089563
LZMA,100,14,6758.03x,1.779297,0.083772,0.040555,0.000152,0.000023,0.089531
LZMA,100,15,6758.03x,1.777263,0.083178,0.040119,0.000154,0.000024,0.089535
LZMA,100,16,6758.03x,1.777563,0.082807,0.040415,0.000159,0.000021,0.089701
LZMA,100,17,6758.03x,1.778032,0.078172,0.041654,0.000149,0.000017,0.089424
LZMA,100,18,6758.03x,1.777820,0.091073,0.041161,0.000154,0.000022,0.089525
LZMA,100,19,6758.03x,1.776276,0.082852,0.041095,0.000154,0.000022,0.089753
LZMA,100,20,6758.03x,1.778024,0.076578,0.040968,0.000151,0.000024,0.089437
LZMA,100,21,6758.03x,1.777693,0.077372,0.041017,0.000156,0.000023,0.089410
LZMA,100,22,6758.03x,1.776673,0.082659,0.041342,0.000151,0.000023,0.089223
LZMA,100,23,6758.03x,1.777133,0.092730,0.041204,0.000159,0.000023,0.089429
LZMA,100,24,6758.03x,1.774987,0.087248,0.039951,0.000151,0.000017,0.089688
LZMA,100,25,6758.03x,1.775400,0.083663,0.040170,0.000150,0.000017,0.089943
LZMA,100,26,6758.03x,1.778866,0.094472,0.040293,0.000153,0.000018,0.089668
LZMA,100,27,6758.03x,1.777770,0.093378,0.040303,0.000152,0.000016,0.089633
LZMA,100,28,6758.03x,1.777412,0.093411,0.039783,0.000152,0.000017,0.089765
LZMA,100,29,6758.03x,1.776644,0.093116,0.039887,0.000152,0.000020,0.090183
LZMA,100,30,6758.03x,1.778481,0.084659,0.040469,0.000150,0.000019,0.089498
LZMA,100,31,6758.03x,1.777169,0.093715,0.040326,0.000152,0.000019,0.089841
LZMA,1000,1,6862.95x,17.646593,0.912979,0.372282,0.000261,0.000033,1.045171
LZMA,1000,2,6862.95x,17.647107,0.934312,0.394597,0.000281,0.000038,1.069462
LZMA,1000,3,6862.95x,17.613917,0.951683,0.425206,0.000260,0.000036,1.059936
LZMA,1000,4,6862.95x,17.552651,0.945489,0.404140,0.000232,0.000035,1.076526
LZMA,1000,5,6862.95x,17.552571,0.927862,0.399794,0.000241,0.000031,1.043155
LZMA,1000,6,6862.95x,17.578072,0.953239,0.427136,0.000250,0.000038,1.048471
LZMA,1000,7,6862.95x,17.607706,0.944484,0.411074,0.000251,0.000034,1.075691
LZMA,1000,8,6862.95x,17.579756,0.951559,0.402007,0.000241,0.000036,1.050872
LZMA,1000,9,6862.95x,17.570788,0.939940,0.421225,0.000242,0.000031,1.043955
LZMA,1000,10,6862.95x,17.570661,0.953344,0.407227,0.000240,0.000037,1.067185
LZMA,1000,11,6862.95x,17.623016,0.952018,0.399360,0.000266,0.000041,1.061367
LZMA,1000,12,6862.95x,17.569365,0.944087,0.418581,0.000237,0.000034,1.050093
LZMA,1000,13,6862.95x,17.559199,0.941597,0.405075,0.000250,0.000032,1.065715
LZMA,1000,14,6862.95x,17.577969,0.955650,0.402607,0.000247,0.000034,1.050995
LZMA,1000,15,6862.95x,17.637668,0.947574,0.421363,0.000265,0.000035,1.060402
LZMA,1000,16,6862.95x,17.572695,0.941220,0.404509,0.000233,0.000033,1.074330
LZMA,1000,17,6862.95x,17.562082,0.957300,0.395702,0.000236,0.000029,1.045979
LZMA,1000,18,6862.95x,17.576405,0.952403,0.416869,0.000235,0.000034,1.038817
LZMA,1000,19,6862.95x,17.633386,0.944122,0.406081,0.000248,0.000034,1.069775
LZMA,1000,20,6862.95x,17.566537,0.947012,0.400836,0.000239,0.000034,1.055301
LZMA,1000,21,6862.95x,17.573549,0.956290,0.421068,0.000237,0.000030,1.038650
LZMA,1000,22,6862.95x,17.554954,0.944253,0.407662,0.000251,0.000035,1.064783
LZMA,1000,23,6862.95x,17.623325,0.937950,0.401840,0.000257,0.000034,1.063558
LZMA,1000,24,6862.95x,17.564354,0.946780,0.413924,0.000243,0.000036,1.044469
LZMA,1000,25,6862.95x,17.547381,0.943290,0.398496,0.000241,0.000032,1.055173
LZMA,1000,26,6862.95x,17.530958,0.940196,0.394497,0.000242,0.000035,1.052838
LZMA,1000,27,6862.95x,17.609957,0.949166,0.421363,0.000257,0.000034,1.055668
LZMA,1000,28,6862.95x,17.546923,0.944127,0.400719,0.000234,0.000036,1.072911
LZMA,1000,29,6862.95x,17.576993,0.944081,0.401734,0.000236,0.000030,1.043590
LZMA,1000,30,6862.95x,17.562830,0.945563,0.423329,0.000244,0.000036,1.044341
LZMA,1000,31,6862.95x,17.636775,0.951836,0.404794,0.000253,0.000035,1.072715
LZ4,1,1,60.91x,0.000139,0.000660,0.036575,0.000157,0.000029,0.036551
LZ4,1,2,60.91x,0.000128,0.000549,0.000183,0.000067,0.000012,0.000183
LZ4,1,3,60.91x,0.000119,0.000534,0.000178,0.000054,0.000018,0.000186
LZ4,1,4,60.91x,0.000119,0.000548,0.000178,0.000059,0.000012,0.000178
LZ4,1,5,60.91x,0.000115,0.000563,0.000107,0.000054,0.000015,0.000193
LZ4,1,6,60.91x,0.000112,0.000555,0.000127,0.000054,0.000018,0.000164
LZ4,1,7,60.91x,0.000118,0.000561,0.000160,0.000057,0.000017,0.000177
LZ4,1,8,60.91x,0.000117,0.000552,0.000114,0.000056,0.000014,0.000173
LZ4,1,9,60.91x,0.000115,0.000524,0.000115,0.000057,0.000017,0.000176
LZ4,1,10,60.91x,0.000117,0.000539,0.000158,0.000054,0.000014,0.000170
LZ4,1,11,60.91x,0.000118,0.000533,0.000158,0.000052,0.000014,0.000181
LZ4,1,12,60.91x,0.000118,0.000531,0.000156,0.000060,0.000012,0.000192
LZ4,1,13,60.91x,0.000118,0.000588,0.000165,0.000054,0.000011,0.000158
LZ4,1,14,60.91x,0.000122,0.000574,0.000111,0.000053,0.000014,0.000171
LZ4,1,15,60.91x,0.000117,0.000535,0.000156,0.000052,0.000011,0.000161
LZ4,1,16,60.91x,0.000118,0.000539,0.000170,0.000057,0.000014,0.000194
LZ4,1,17,60.91x,0.000115,0.000560,0.000102,0.000051,0.000012,0.000194
LZ4,1,18,60.91x,0.000115,0.000556,0.000105,0.000051,0.000012,0.000185
LZ4,1,19,60.91x,0.000114,0.000544,0.000120,0.000057,0.000014,0.000178
LZ4,1,20,60.91x,0.000117,0.000559,0.000175,0.000051,0.000011,0.000179
LZ4,1,21,60.91x,0.000120,0.000534,0.000099,0.000051,0.000011,0.000174
LZ4,1,22,60.91x,0.000113,0.000534,0.000113,0.000048,0.000013,0.000169
LZ4,1,23,60.91x,0.000123,0.000533,0.000103,0.000052,0.000012,0.000167
LZ4,1,24,60.91x,0.000114,0.000560,0.000105,0.000050,0.000014,0.000171
LZ4,1,25,60.91x,0.000115,0.000545,0.000099,0.000052,0.000014,0.000172
LZ4,1,26,60.91x,0.000117,0.000548,0.000157,0.000052,0.000011,0.000156
LZ4,1,27,60.91x,0.000119,0.000543,0.000170,0.000054,0.000011,0.000185
LZ4,1,28,60.91x,0.000117,0.000550,0.000159,0.000051,0.000011,0.000337
LZ4,1,29,60.91x,0.000116,0.000957,0.000116,0.000056,0.000015,0.000221
LZ4,1,30,60.91x,0.000114,0.000543,0.000176,0.000061,0.000014,0.000153
LZ4,1,31,60.91x,0.000117,0.000559,0.000158,0.000063,0.000011,0.000189
LZ4,10,1,61.39x,0.001294,0.008953,0.001992,0.000236,0.000030,0.007415
LZ4,10,2,61.39x,0.001193,0.009439,0.001887,0.000217,0.000029,0.002165
LZ4,10,3,61.39x,0.001246,0.008968,0.003605,0.000216,0.000030,0.006646
LZ4,10,4,61.39x,0.001168,0.017017,0.002072,0.000219,0.000031,0.004600
LZ4,10,5,61.39x,0.001175,0.008901,0.001977,0.000223,0.000031,0.002184
LZ4,10,6,61.39x,0.001169,0.009223,0.001815,0.000229,0.000029,0.002130
LZ4,10,7,61.39x,0.001163,0.009811,0.001933,0.000214,0.000031,0.002122
LZ4,10,8,61.39x,0.001193,0.008904,0.001811,0.000218,0.000029,0.002090
LZ4,10,9,61.39x,0.001171,0.008611,0.002163,0.000222,0.000030,0.002100
LZ4,10,10,61.39x,0.001185,0.008924,0.002120,0.000217,0.000052,0.002171
LZ4,10,11,61.39x,0.001174,0.008851,0.002342,0.000212,0.000033,0.002090
LZ4,10,12,61.39x,0.001172,0.009395,0.002185,0.000214,0.000029,0.002136
LZ4,10,13,61.39x,0.001195,0.009072,0.002226,0.000226,0.000033,0.002135
LZ4,10,14,61.39x,0.001194,0.008859,0.002364,0.000222,0.000033,0.002161
LZ4,10,15,61.39x,0.001184,0.005646,0.002151,0.000210,0.000030,0.002151
LZ4,10,16,61.39x,0.001178,0.005686,0.002167,0.000214,0.000029,0.002177
LZ4,10,17,61.39x,0.001188,0.005795,0.002182,0.000213,0.000028,0.002135
LZ4,10,18,61.39x,0.001193,0.005674,0.002214,0.000211,0.000031,0.002138
LZ4,10,19,61.39x,0.001197,0.006028,0.002192,0.000214,0.000030,0.002143
LZ4,10,20,61.39x,0.001191,0.005813,0.002212,0.000216,0.000034,0.002099
LZ4,10,21,61.39x,0.001177,0.006111,0.002121,0.000219,0.000053,0.002088
LZ4,10,22,61.39x,0.001165,0.005887,0.002129,0.000226,0.000050,0.002076
LZ4,10,23,61.39x,0.001229,0.005891,0.002053,0.000222,0.000029,0.002115
LZ4,10,24,61.39x,0.001333,0.005693,0.003914,0.000215,0.000033,0.004548
LZ4,10,25,61.39x,0.001174,0.005956,0.002092,0.000252,0.000031,0.002108
LZ4,10,26,61.39x,0.001354,0.005707,0.001981,0.000211,0.000029,0.004623
LZ4,10,27,61.39x,0.001207,0.005743,0.002130,0.000219,0.000029,0.002095
LZ4,10,28,61.39x,0.001179,0.005959,0.002085,0.000212,0.000030,0.002140
LZ4,10,29,61.39x,0.001218,0.006056,0.002111,0.000213,0.000029,0.002055
LZ4,10,30,61.39x,0.001192,0.005704,0.002058,0.000213,0.000032,0.002145
LZ4,10,31,61.39x,0.001185,0.005974,0.002106,0.000214,0.000029,0.002073
LZ4,50,1,61.50x,0.006585,0.028403,0.019715,0.000454,0.000150,0.036328
LZ4,50,2,61.50x,0.006765,0.027544,0.020953,0.000478,0.000120,0.034689
LZ4,50,3,61.50x,0.006770,0.029086,0.022138,0.000488,0.000140,0.035470
LZ4,50,4,61.50x,0.006753,0.026948,0.021273,0.000470,0.000123,0.035153
LZ4,50,5,61.50x,0.006581,0.027506,0.021094,0.000481,0.000123,0.036517
LZ4,50,6,61.50x,0.006678,0.027069,0.020722,0.000462,0.000141,0.035384
LZ4,50,7,61.50x,0.006652,0.028500,0.021308,0.000493,0.000125,0.035646
LZ4,50,8,61.50x,0.006720,0.027099,0.021309,0.000475,0.000135,0.035247
LZ4,50,9,61.50x,0.006507,0.029152,0.022143,0.000479,0.000140,0.035711
LZ4,50,10,61.50x,0.006697,0.027768,0.021298,0.000467,0.000133,0.035229
LZ4,50,11,61.50x,0.006590,0.027800,0.021321,0.000496,0.000123,0.036448
LZ4,50,12,61.50x,0.006665,0.027783,0.020690,0.000468,0.000153,0.035149
LZ4,50,13,61.50x,0.006618,0.028544,0.021480,0.000471,0.000119,0.035619
LZ4,50,14,61.50x,0.006624,0.027953,0.021186,0.000474,0.000137,0.034811
LZ4,50,15,61.50x,0.006613,0.029183,0.022286,0.000476,0.000140,0.035869
LZ4,50,16,61.50x,0.006778,0.027734,0.021392,0.000475,0.000122,0.035522
LZ4,50,17,61.50x,0.006694,0.027798,0.021374,0.000475,0.000118,0.036588
LZ4,50,18,61.50x,0.006776,0.027026,0.020837,0.000489,0.000137,0.037086
LZ4,50,19,61.50x,0.006655,0.028531,0.021684,0.000476,0.000144,0.035646
LZ4,50,20,61.50x,0.006629,0.027893,0.021419,0.000468,0.000120,0.035822
LZ4,50,21,61.50x,0.006675,0.027693,0.021233,0.000503,0.000142,0.035844
LZ4,50,22,61.50x,0.006637,0.028856,0.021814,0.000469,0.000142,0.035572
LZ4,50,23,61.50x,0.006624,0.028175,0.021466,0.000486,0.000120,0.035649
LZ4,50,24,61.50x,0.006727,0.027741,0.021584,0.000488,0.000140,0.036126
LZ4,50,25,61.50x,0.006759,0.028825,0.021796,0.000492,0.000126,0.035673
LZ4,50,26,61.50x,0.006686,0.028061,0.021560,0.000496,0.000124,0.035856
LZ4,50,27,61.50x,0.006650,0.027843,0.021456,0.000481,0.000139,0.036113
LZ4,50,28,61.50x,0.006756,0.028675,0.022061,0.000480,0.000122,0.035648
LZ4,50,29,61.50x,0.006601,0.028059,0.021592,0.000502,0.000120,0.035765
LZ4,50,30,61.50x,0.006627,0.027629,0.021773,0.000491,0.000139,0.036364
LZ4,50,31,61.50x,0.006617,0.028686,0.021944,0.000505,0.000124,0.035781
LZ4,100,1,61.73x,0.013068,0.079392,0.039909,0.000952,0.000576,0.069642
LZ4,100,2,61.73x,0.013054,0.078101,0.041090,0.000874,0.000248,0.070161
LZ4,100,3,61.73x,0.012705,0.078876,0.041924,0.000939,0.000256,0.070207
LZ4,100,4,61.73x,0.013049,0.079096,0.041496,0.000873,0.000268,0.070600
LZ4,100,5,61.73x,0.012940,0.086015,0.041215,0.000889,0.000253,0.070909
LZ4,100,6,61.73x,0.013026,0.082778,0.041141,0.000924,0.000242,0.069881
LZ4,100,7,61.73x,0.013022,0.076824,0.041241,0.000881,0.000277,0.070687
LZ4,100,8,61.73x,0.012820,0.078265,0.041553,0.000901,0.000233,0.070437
LZ4,100,9,61.73x,0.013078,0.079040,0.041332,0.000932,0.000249,0.071172
LZ4,100,10,61.73x,0.012900,0.077264,0.041454,0.000876,0.000267,0.070426
LZ4,100,11,61.73x,0.013079,0.077719,0.041309,0.000904,0.000248,0.071008
LZ4,100,12,61.73x,0.012964,0.077412,0.041394,0.000895,0.000240,0.070232
LZ4,100,13,61.73x,0.013040,0.083816,0.040779,0.000865,0.000280,0.070772
LZ4,100,14,61.73x,0.013028,0.079362,0.041428,0.000901,0.000234,0.070451
LZ4,100,15,61.73x,0.012987,0.080320,0.041342,0.000928,0.000238,0.071292
LZ4,100,16,61.73x,0.012699,0.076900,0.041766,0.000893,0.000273,0.071499
LZ4,100,17,61.73x,0.013084,0.076932,0.041390,0.000888,0.000254,0.071198
LZ4,100,18,61.73x,0.012847,0.084144,0.041272,0.000892,0.000240,0.070772
LZ4,100,19,61.73x,0.012654,0.079393,0.041336,0.000878,0.000271,0.071371
LZ4,100,20,61.73x,0.012851,0.078256,0.041568,0.000894,0.000234,0.070848
LZ4,100,21,61.73x,0.012674,0.077040,0.041306,0.000909,0.000243,0.071455
LZ4,100,22,61.73x,0.012886,0.077767,0.041775,0.000895,0.000272,0.070649
LZ4,100,23,61.73x,0.013061,0.085177,0.040972,0.000894,0.000247,0.071152
LZ4,100,24,61.73x,0.013079,0.079389,0.041302,0.000903,0.000241,0.070441
LZ4,100,25,61.73x,0.013095,0.078368,0.041177,0.000893,0.000290,0.071908
LZ4,100,26,61.73x,0.013025,0.077520,0.041614,0.000870,0.000243,0.070724
LZ4,100,27,61.73x,0.013021,0.076756,0.041175,0.000962,0.000250,0.070719
LZ4,100,28,61.73x,0.013095,0.077075,0.041579,0.000867,0.000275,0.070309
LZ4,100,29,61.73x,0.013030,0.084611,0.040948,0.000898,0.000256,0.070859
LZ4,100,30,61.73x,0.013076,0.078663,0.041409,0.000910,0.000243,0.070365
LZ4,100,31,61.73x,0.013076,0.077471,0.041381,0.000874,0.000271,0.070880
LZ4,1000,1,61.66x,0.131851,0.911998,0.367823,0.008819,0.005719,0.737918
LZ4,1000,2,61.66x,0.133612,0.896687,0.402635,0.008825,0.003048,0.740727
LZ4,1000,3,61.66x,0.127406,0.907643,0.416757,0.008794,0.002992,0.741174
LZ4,1000,4,61.66x,0.123283,0.901720,0.409899,0.008773,0.003007,0.763645
LZ4,1000,5,61.66x,0.127568,0.927029,0.394975,0.008754,0.003086,0.744978
LZ4,1000,6,61.66x,0.124264,0.934724,0.430134,0.008846,0.003037,0.733775
LZ4,1000,7,61.66x,0.127357,0.912436,0.413133,0.008750,0.003017,0.766862
LZ4,1000,8,61.66x,0.124329,0.919520,0.394240,0.008814,0.003076,0.741666
LZ4,1000,9,61.66x,0.123932,0.909381,0.422033,0.008764,0.003037,0.739604
LZ4,1000,10,61.66x,0.123970,0.916078,0.397977,0.008763,0.003006,0.755896
LZ4,1000,11,61.66x,0.128420,0.921225,0.409791,0.008810,0.003026,0.745442
LZ4,1000,12,61.66x,0.126883,0.914180,0.416122,0.008818,0.003009,0.739766
LZ4,1000,13,61.66x,0.127410,0.924647,0.399616,0.008755,0.003015,0.763452
LZ4,1000,14,61.66x,0.127668,0.914381,0.395047,0.008795,0.003044,0.741757
LZ4,1000,15,61.66x,0.126578,0.904474,0.417434,0.008758,0.002991,0.740083
LZ4,1000,16,61.66x,0.127435,0.926087,0.399345,0.008730,0.002985,0.767157
LZ4,1000,17,61.66x,0.128931,0.906570,0.394881,0.008809,0.003068,0.746838
LZ4,1000,18,61.66x,0.127525,0.927274,0.414800,0.008801,0.003042,0.736293
